,Text,Positive?
1021, ؟ سخافة الشاميين ابدا ما ينفع لهم الكوميديا,0.0
1022, أأأأأه لو لا القرآن لقلت (إن أنكر الأصوات لهذه الأصوات),0.0
1023, أحلى تخلف,0.0
1024, أسوأ شعب الله في الكوميديا,0.0
1025, أصلا ابو وديع لو كان اجا كان خسر ,0.0
1026, أما وهابيتك فحدث ولا حرج الناس يقادون إلى المساجد غصباً ويجلدون كالأبقار إن هم أبوا,0.0
1027, أنا لو مكان راغب أروح أنتحرر ,0.0
1028, أنا متأكده أنو هذولي مدفوعلهم علشان يجون يغنون لأنو مافي ناس مهابيل لهالدرجه,0.0
1029, أنو تقدم و أنو ازدهار! العالم كلو ببعد عن النووي الا طوقان,0.0
1030, أنو تقدم و أنو ازدهار! العالم كلو ببعد عن النووي الا طوقان ,0.0
1031, أنوا ا ا ا ا ا ا اع الشماته هالكلبا ,0.0
1032, إصحى !!,0.0
1033, اااه ياشويه عاهااااااات,0.0
1034, ابلعن وإلديتس ي الهبــلاا ,0.0
1035, ابو الشباب راعي العود ليش ماوزنه في البيت غباء,0.0
1036, ابو معيتق قطع اوتار العود وقال السلام عليكم ,0.0
1037, ابي اسمعهم يغنون احسهم امرض من ذولا,0.0
1038, اتفه برنآمج عآلمي ,0.0
1039, اجل الاخير واضح انو بيمثل وتمثيلو خايس هو والخايسين ذولا,0.0
1040, احس بمرض لاشفت هالبرنامج,0.0
1041, اخ يا غبي ,0.0
1042, اخر واحد اش فيه؟ مجنون؟؟ المفرووض اللجنة تمنع المجانين,0.0
1043, اخر واحد حسسني اني لازم اطرش او اروح الحمام,0.0
1044, اخر واحد يادلوخ ياحمير تمثيل,0.0
1045, اخييه مااسخفها تقلللد ,0.0
1046, ازا كان حالك احسن من حالو دوس لايك وقول سبحان الله ,0.0
1047, استاذ غاوي غاوي اذا كنت غاوي المسخره روح اشتغل كراكوز,0.0
1048, استخفف التحكيم,0.0
1049, استغفر الله مجانين يروحون سوبر ستار,0.0
1050, اسخف لجنة تحكيم شفتها بحياتي,0.0
1051, اش التفاهه هاذي ......,0.0
1052, اشاعه,0.0
1053, اصلا سوبر ستار للعاهات,0.0
1054, اصلن صاحب البرنامج ماخذ شباب الامه مصخره,0.0
1055, اصواتهم مع التوتر خربت,0.0
1056, اظن انهم حبو وانجرحوا وضاعت عقولهم وما دخل قلوبهم الا اغاني الجروح عشان كذا حافظينها وجايين يقولونها .. اللهم لاشماته ,0.0
1057, اغبياء,0.0
1058, اقرفني شعر تقول حاط دبر امل وجاي,0.0
1059, اقرفني والله,0.0
1060, اقسم باللله ان العرب اكثر الشعوب تخلفاا,0.0
1061, اقسم بالله انه منتهيي ,0.0
1062, اقلب وجهك,0.0
1063, اكاديمي اللي خلفت عاهات للفن المعاق حاليا فيزيدون الطين بله,0.0
1064, اكدب عليك انت منو اللي كاذب عليك,0.0
1065, الاقتصاد,0.0
1066, الاقتصاد ,0.0
1067, الباقيين سخااافه سمااااجه,0.0
1068, البرنامج الي بعد سوبر ستار الي يقلده دم ثقيل,0.0
1069, البرنامج فاشل جدا,0.0
1070, التاسعه تبي تكسر الكميرا,0.0
1071, الترتيبات التجارية,0.0
1072, الترتيبات التجارية ,0.0
1073, الثالث لاتعليق,0.0
1074, الثاني رايح فيها,0.0
1075, الجيل الي هيحرر فلسطين شوفه في سوريا يقاتل العلويين الكلاب لكن ربي يعلمهم فنون القتال ويربيهم،،,0.0
1076, الحروف عنده مزغوبه,0.0
1077, الحق مش على لجنة التحكيم الحق على الاغبيه المشتركين,0.0
1078, الرابع سكران,0.0
1079, السادس الراء رايحه,0.0
1080, السلام عليكم الحقيقه انا لا اعرف شو وقاحة هاي اللجنه المشترك يعطي ما عنده من مواهب هذا ما عنده وهم يعطون ما عندهمما ,0.0
1081, السماعات خربت ,0.0
1082, الشب السوري 1:20 مظلوم ,0.0
1083, الشو اسمو ستار أكاديمي ولا المسخره عل العالم أكاديمي,0.0
1084, الظاهر أنه 90% جايين يستهبلون عالحكام بس!!,0.0
1085, الظاهر اهلها مفقعين وجهها قبل ما تجي ومغطيه الفلعات ,0.0
1086, الظاهر عقلك تافه من اصحاب العقول المقفلة ,0.0
1087, العالم العربي متروس عاهات ,0.0
1088, العجوز هذا والرجال إلي بجنبه بله وأغبياء وأنهم يثبطون الواحد,0.0
1089, العرب مو بتاع هي الشغلات لاكن احنا فاشلين الله معطينا كل متطلبات التحظر والتطور لاكن احنا لازقين بهلتفاهات ونضن انو هي التحظر ,0.0
1090, العرق كل شوي يزييد,0.0
1091, الغباء واضح,0.0
1092, الغلط مو من المشاركين الغلط من نفس البرنامج المفروض تكون فى مرحله فرز فى البدايه قبل لايطلعو الهواء,0.0
1093, اللقطة الكزميدية بالآخر دمها تقييييييييييل ,0.0
1094, الللجنه ما تنطاق,0.0
1095, الله اكبر شو هيدا اكل الرجال,0.0
1096, الله لا يوفقهم ولا يجمعهم الاخونجيه هم وعيالهم على صحن طبيخ ,0.0
1097, الله معكى يا حجه,0.0
1098, الله يجعل السرطان يمشي بجسم الاخوان المفلسين مطايا وكلاب الفرس,0.0
1099, الله يفضح امكم فضحتونا شو هالسخافه ,0.0
1100, الله يلعن الي علمكم التطور يا متخلفين يا رجعيين,0.0
1101, الله يلعن امك وش ها القرف,0.0
1102, اللهم لا شماته ليش ياربي  يحرجوا انفسهم,0.0
1103, اللي صوةتو بشبه ابو وديع ليش بتمسخرو عليه ,0.0
1104, اللي غنى عدوله محاولة استخفاف دم من البرنامج ,0.0
1105, اللي يقول إنه إنظلم يعطيني ( لايك ),0.0
1106, المرأة تهان وتعامل كأداة جنسية تحت مسميات عديدة كالمسيار والمسفار والمصياف... إلخ وكلو بتمنو,0.0
1107, المشاركين بينو للناس انه اللى قايمين على البرنامج حمير,0.0
1108, المشكلة ناس بتسمع حالها بالحمام هيه وبتغني,0.0
1109, المغرب براء منك على الأقل إذا كنت لهجتنا صعبة فتكلم باللغة العربية,0.0
1110, اما الغبي اللي يقلد جورج وسوف,0.0
1111, اموت بصوتها,0.0
1112, اموت فيج رويده,0.0
1113, انا ابو عدولة هذا لو قدامي صدق اني راح العن ابو من جابه,0.0
1114, انا انجنيت,0.0
1115, انا عرف شيء والله ببكي اكتر ما بضحك,0.0
1116, انا لاحظت بلبنانيين انهم ماعندهم روح الكوميديا نهائيا ,0.0
1117, انت ما شفت النسخة الاوروبية والامريكية والماليزية من نفس البرنامج فيها بلاوي اكثر من كذا بس حنا العرب فينا عقدة النقص والتخلف,0.0
1118, اندهش لما عرف الحقيقة ,0.0
1119, انسان غريب ,0.0
1120, اه يا ابو القمل,0.0
1121, اهل العقول براحة ام نسيانك يابو نسيان صعب والله صعب,0.0
1122, اهما ودهم يروحون النار لكن النار مارضت فيهم,0.0
1123, اول واحد ذكرنى بصاحب اسمه قردة,0.0
1124, اوووي شكد قااسي ,0.0
1125, اي والله سوبر,0.0
1126, ايش بده يصير فينا بكره مع النووي ... بالاضافه الى انه ما عندنا ماء نشرب ... من وين بدنا نجيب للتبريد ... الله يهديهم,0.0
1127, اين ذهبوا العلماء والمخترعين والمفكرين .. جرب في جرب,0.0
1128, ايه الهبل دا,0.0
1129, باللـــه عليكم. ألم تستحيوا من انفسكم قبل قدومكم الى هذا البرنامج. ثم الم تعلموا ان هناك مسابقات لانكر الاصوات في قناة اخرى,0.0
1130, بالله عليك فين الاناقه في الناس اللي بتغني دي ,0.0
1131, بالله يا شباب وش رايكم بالاشكال هذه هل تتوقعون اهلهم كارهينهم والناس تجي لاهاليهم وتقول لهم حرام عليكم هذول من دمكم ,0.0
1132, بدك الصراحة و بدون زعل جهنم و الزبانية من الملائكة تنتظرك تموت لتشرب من فروج المومسات و صديد اهل النار ان شاء الله يا اوباش سوريا,0.0
1133, برامج سخيفة تهدف لهدم الأمة,0.0
1134, برنامج ساقط,0.0
1135, برنامج فاشل جدا,0.0
1136, برنامج قديم,0.0
1137, برنامج معوق ومشاركين معوقين:),0.0
1138, بس الحق يقال ان الكوميديا مو حلوة على الشاميين,0.0
1139, بس الحكام ماعندهم ذوق للأسف,0.0
1140, بس اللي قاهرني اللي ما ينطقون حرف الراء(التغ)من جدهم جايين يبون يغنون,0.0
1141, بس انا دايم احسها خشنة و رجال ,0.0
1142, بطني وجعتني من الضحك,0.0
1143, بعضهم جايبينهم تمثيل ,0.0
1144, بعن الله ابوك انت وعدوله يالسامج,0.0
1145, بقطعكم شو حقودييين,0.0
1146, بكتب ع اوراق الشجر يقول موهبتي وانا صغير الله يسامح اللي كاذب عليه,0.0
1147, بكره واحد منهم بينتحر لم يضحكو عليه,0.0
1148, بنص المقطع سقاله موطبيعيه,0.0
1149, بيخزي,0.0
1150, بيه الزناخه,0.0
1151, تأثير الغرب مبين على العرب المجانين,0.0
1152, تاااااافهين,0.0
1153, تافهين جدا,0.0
1154, تبا لكم ,0.0
1155, تدرون ،، الشرهه ع اللي شجّعهم يروحون للبرنآمج,0.0
1156, تدرون يا جماعة الخير انها بتتعدب والله ,0.0
1157, تضحك كانها مفجوعه من شيئ,0.0
1158, تضرب منك لعدوله,0.0
1159, تغني وهي متقرفة,0.0
1160, تفه عليك وع شكلك ، أول ما نشهرت طلقت زوجها ، خنزيرة ,0.0
1161, تفو كس امك حمارة,0.0
1162, تقول داخله فيها ترله انحولت مع الاغنيه ,0.0
1163, تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج,0.0
1164, تم تنفيذ الحكم الي في الرد الاول وتم اعدام اول راس والباقي بالطريق,0.0
1165, ثقيلين دم كثير,0.0
1166, ثكلتك امك,0.0
1167, جابو المسخره لنفسهم الله لايردهم,0.0
1168, جد اشي بخزي!!,0.0
1169, جزمتي و الا اقولك اسفل جزمتي الثورة في سوريا ما اشعلها الا الوهابيين اللي هم السلفيين ,0.0
1170, جهنم وبأس المصير,0.0
